id,kategori,zorluk,soru_kisa,dogru_sik,jev_secimi,guven,sorunlu
ee531054-2a26-4c39-8e06-7c25629664dd,sinema,2,Alfred Hitchcock hangi türle özdeşleşmiştir?,Gerilim,Belgesel,0.190,0
ee4b5625-a73a-4f5b-b430-3a65ecd51714,teknoloji,4,'Yedekleme' ile 'yansıtma' (mirror) farkı nedir?,Yansıtma anlık kopyadır,Yansıtma anlık kopyadır,0.850,1
ee5352c3-955e-4603-9a0c-bc92fdd6df02,tarih,3,NATO hangi yılda kurulmuştur?,1949,1945,0.220,0
ee59e67d-4b9c-4197-8148-92258f95b075,sinema,3,"Sinemada ""en boy oranı"" ne belirler?",Görüntü çerçevesinin biçimini,Süreyi,0.180,0
ee5ca9c8-db00-4842-bda4-c7c0f4ddad93,cografya,3,Doğu Anadolu mutfağında öne çıkan ürün nedir?,Süt ürünleri ve et,Hamsi,0.120,0
ee5ddeaf-1b67-4cbc-be3e-70f8e094cf0a,sinema,5,Edwin S. Porter'ın öncü western filmi 'Büyük Tren Soygunu' hangi yıl çekilmiştir?,1903,1908,0.240,0
ee7246a8-31e2-449b-a291-0998a556d2a1,genel_kultur,3,Milli Mücadele'de Amasya Genelgesi neyi duyurmuştur?,Milletin bağımsızlığını sağlayacağını,Cumhuriyetin ilanını,0.340,0
ee6ba8ac-2aab-4d28-a4e4-df84a3776bb6,sanat,5,Max Ernst'in pürüzlü bir yüzeye kâğıt koyup üzerini kurşun kalemle sürterek geliştirdiği t,Frottage,Frottage,0.620,0
ee6cc667-3b60-4f5c-9da5-fb7ec202f7be,sinema,3,"'Hayat Güzeldir' (1997) filminde Guido, kamptaki 'oyunu' kazanırsa oğluna hangi ödülü vaat",Gerçek bir tank,Gerçek bir at,0.210,0
ee7b17f5-ba06-4f22-9cdd-e68eee447ea3,spor,4,1896 Atina Olimpiyatları'nda maratonu kazanan Yunan atlet kimdir?,Spiridon Luis,Spiridon Luis,0.920,1
ee81d516-3d9d-4bd9-a5fb-ffea5646103d,sinema,4,Sinemada 'kurgusal zaman' ne demektir?,Filmde kurulan zaman düzeni,Filmde kurulan zaman düzeni,0.610,0
ee8d7825-e19f-42ae-b37e-e7913cc14151,cografya,1,Venedik şehrinin en belirgin coğrafi özelliği nedir?,Lagün üzerine kurulmuş olması,Lagün üzerine kurulmuş olması,0.840,1
ee917982-512e-48fd-9811-f71cc38fc162,tarih,4,'Deneysel arkeoloji' ne yapar?,Eski teknikleri yeniden dener,Eski teknikleri yeniden dener,0.350,0
ee9ab03b-858f-418f-b6e4-00d636074e65,sanat,3,"Picasso'nun Mavi Dönemi'nin ardından gelen, sirk figürleriyle tanınan dönemi hangisidir?",Pembe Dönem,Klasik Dönem,0.290,0
eea21c23-e7ec-4b57-9f02-7cf3303b2496,sanat,4,Louvre'un en büyük tablolarından 'Kana'daki Düğün' kimin eseridir?,Veronese,Tiziano,0.040,0
eeb31700-9dbf-49e4-96c4-ad3ca139a027,bilim,3,'Tam yansıma' hangi koşulda oluşur?,Kritik açı aşıldığında,Kritik açı aşıldığında,0.800,0
eea629b3-bc0e-4b86-b481-f9afbf5e531e,muzik,4,"Ramones, Talking Heads ve Blondie'nin ilk yıllarında sahne aldığı New York'taki efsanevi k",CBGB,Cavern,0.320,0
eeb66393-5b6c-42e5-b1f3-22479a33bfdf,cografya,3,Göçte 'çekici faktör' nedir?,Hedef bölgedeki olanaklar,Hedef bölgedeki olanaklar,0.410,0
eec1e1ab-f535-428e-8eb7-38cda8917ab6,spor,4,Hentbolde bir maç kaç dakikadır?,İki devre 30'ar dakika,İki devre 30'ar dakika,0.460,0
eed50884-15c4-40dd-8e43-aa3e5cf4b38b,spor,2,100 metre dünya rekorunun sahibi (9.58) kimdir?,Usain Bolt,Usain Bolt,0.940,1
eec8c8f1-988f-43b0-9ab5-817fc9c5b400,muzik,5,Keith Jarrett'ın 1975'te kaydedilen ünlü doğaçlama solo piyano konseri hangi şehirde veril,Köln,Paris,0.060,0
eed80bff-3b14-4fd2-a91c-2c7e23c9bd8e,tarih,4,'Moskova Antlaşması' hangi devletle imzalanmıştır?,Sovyet Rusya,İngiltere,0.300,0
eedc20a0-d077-4e55-8b63-8117e976863f,tarih,3,Fatih'in İstanbul kuşatmasında gemileri nereden yürüttüğü anlatılır?,Karadan Haliç'e,Üsküdar'dan Sarayburnu'na,0.260,0
eef7fd24-fafa-44cc-95c0-19846f494c9d,teknoloji,5,Scrum'da 'sprint' ne anlama gelir?,Belirli süreli çalışma döngüsü,Belirli süreli çalışma döngüsü,0.510,0
eef81f85-7b2f-4165-aa8f-f55960cb186e,teknoloji,5,""":-)"" gülen yüz ifadesini 1982'de Carnegie Mellon ileti panosunda öneren kişi kimdir?",Scott Fahlman,Ray Tomlinson,0.370,0
ef02eced-6eb6-4100-8386-89360a05c955,teknoloji,5,"Dağıtık sistemlerdeki CAP teoreminde ""P"" harfi neyi temsil eder?",Bölünme toleransı,Bölünme toleransı,0.410,0
ef1f8baf-13cd-4936-adb3-31bb284ac63e,cografya,3,Uzaktan algılama nasıl veri toplar?,Uydu ve hava fotoğraflarıyla,Uydu ve hava fotoğraflarıyla,0.510,0
ef000150-54d8-41bf-9777-8077045f3d82,cografya,1,Fiziki haritalarda yeşil renk neyi gösterir?,Alçak ovaları,Yüksek dağları,0.260,0
ef1f3fa6-a2fe-4ef0-8717-05c2876383da,teknoloji,5,Photoshop'un ilk sürümünü geliştiren Thomas ve John kardeşlerin soyadı nedir?,Knoll,Wozniak,0.170,0
ef2a3952-b084-4683-b5f1-106374412d2e,genel_kultur,3,Polonya'nın para birimi nedir?,Zloti,Zloti,0.350,0
ef29dbce-b2ef-46bd-9496-cae21dddd971,teknoloji,4,TCP bağlantısı kurulurken üç adımlı el sıkışmada istemcinin gönderdiği ilk paket hangisidi,SYN,SYN,0.510,0
ef45444a-b8cd-4229-ab3e-fb913d5b4a7c,sinema,4,Tarkovski'nin 'Solaris' filmi hangi yazarın romanından uyarlanmıştır?,Lem,Asimov,0.100,0
ef46f329-17f1-43d1-bcaf-3519edeed490,bilim,3,Depremleri inceleyen bilim dalı hangisidir?,Sismoloji,Sismoloji,0.290,0
ef4c4ce4-db3d-4617-8336-ba5da7538799,genel_kultur,4,Türkiye'nin yüzölçümü bakımından en küçük ili hangisidir?,Yalova,Kilis,0.160,0
ef4d9de8-33a9-4e82-bc97-9e1a05c5f759,tarih,4,Atatürk Dolmabahçe Sarayı'nda hangi odada vefat etmiştir?,71 numaralı oda,1 numaralı oda,0.070,0
ef4c61eb-c794-450e-b4c4-30454483e4cc,teknoloji,2,'CPU' kısaltmasının açılımı nedir?,Central Processing Unit,Central Processing Unit,1.000,1
ef63056e-1483-4947-b9b1-d0702701ff97,teknoloji,4,Ping komutu ne ölçer?,Erişilebilirlik ve gecikmeyi,Erişilebilirlik ve gecikmeyi,0.840,1
ef6bb0be-53e8-4223-a8fa-0982ec9d7be1,cografya,3,Viyadük hangi durumda tercih edilir?,Vadi ve derin çöküntüleri geçmede,Vadi ve derin çöküntüleri geçmede,0.480,0
ef73200e-73e3-4f9c-9c44-5ae67a387b47,tarih,4,1526 Birinci Panipat Savaşı'nda Babür Şah'ın yendiği Delhi sultanı kimdir?,İbrahim Lodi,Hemu Vikramaditya,0.200,0
ef7b6acb-63a1-4a92-a625-032cc8ecf226,sanat,4,Guggenheim Bilbao Müzesi'nin mimarı kimdir?,Frank Gehry,Frank Gehry,0.580,0
ef7f6fea-a7cb-42ce-9e5d-05c60dbb4396,bilim,5,"David Hilbert'in 1900'de ortaya koyup yayımladığı, 20. yüzyıl matematiğini yönlendiren ünl",23,17,0.270,0
ef998882-495c-43dd-bd22-ba25fc245484,cografya,3,Umman Denizi hangi okyanusun parçasıdır?,Hint Okyanusu,Pasifik,0.130,0
efa359ca-ba56-476b-acea-73e03b7dc229,cografya,2,Tazmanya hangi ülkeye aittir?,Avustralya,Avustralya,0.590,0
ef9b2626-119a-4ebc-ae5b-bf615bd9bf09,cografya,2,Bir haritanın ölçeği küçüldükçe kapsanan alan nasıl değişir?,Genişler,Değişmez,0.180,0
efb06b78-45f3-4e0a-a495-390d418e045f,sanat,3,"""Mavi Cami"" olarak da bilinen İstanbul'daki cami hangisidir?",Sultanahmet Camii,Sultanahmet Camii,0.510,0
efbaaa99-be9c-4bbe-9e7a-9fa641085031,teknoloji,5,'CVE' numarası neyi belirtir?,Bilinen bir güvenlik açığını,Bilinen bir güvenlik açığını,0.770,0
efc019a3-daf0-48ac-860a-5531f05a1cdd,sanat,4,"Yeşilçam döneminin ünlü ""Turist Ömer"" karakterini canlandıran oyuncu kimdir?",Sadri Alışık,Kemal Sunal,0.150,0
efb39402-a0e9-47ba-9dab-f7beb00f5f57,edebiyat,2,Sherlock Holmes karakterinin yaratıcısı kimdir?,Arthur Conan Doyle,Arthur Conan Doyle,0.590,0
efcb7f08-2a0c-4294-bc6d-d08614021ed2,teknoloji,3,'ENIAC' hangi alanda öncü kabul edilir?,Elektronik bilgisayar,Elektronik bilgisayar,0.730,0
efd2fc7d-c057-480f-9d08-043daffe4d39,genel_kultur,3,Vanilya hangi bitkiden elde edilir?,Orkide,Gül,0.110,0
efd36135-4de2-4e40-a6de-7337cd51254c,bilim,3,Yağda çözünen vitaminlerden biri hangisidir?,A vitamini,C vitamini,0.290,0
efd415b9-0bd6-44c1-9930-3c0b30aa18aa,sanat,5,Zikzak planlı Berlin Yahudi Müzesi'nin mimarı kimdir?,Libeskind,Gehry,0.320,0
efebab78-4540-4b09-a599-3f25baaf16ff,genel_kultur,4,Beyşehir Gölü hangi ilde bulunur?,Konya,Konya,0.390,0
efddf3de-5de1-47a5-a8b9-c37270c8cc14,sanat,5,Osaka yakınındaki 'Işık Kilisesi'nde beton duvardaki haç biçimli boşlukla ünlü Japon mimar,Tadao Ando,Tadao Ando,0.440,0
efebe3a2-57d8-4589-8aac-aec64f735f80,tarih,5,Şer'iyye sicilleri hangi kayıtları içerir?,Mahkeme kararlarını,Vergi oranlarını yalnızca,0.270,0
efee128c-04a0-4017-b3f3-7fd8bfa078a8,genel_kultur,3,Bilinci açık boğulan kişiye ne yapılır?,Öksürmesi teşvik edilir,Öksürmesi teşvik edilir,0.670,0
efee2f4a-69c7-4ffa-b514-231083c00421,sanat,4,Vatikan'daki Aziz Petrus Meydanı'nı çevreleyen revaklı kolonatları kim tasarladı?,Bernini,Bernini,0.850,1
efffca46-9e1b-47d5-9e99-4706ca52ed50,genel_kultur,3,Türk mitolojisinde gök tanrı inancının adı nedir?,Tengri,Tengri,0.730,0
eff47ff7-eeac-4d55-bb44-71f88dbfc3b5,teknoloji,4,'Uluslararasılaştırma' (i18n) ne sağlar?,Çok dile hazır yapı,Çok dile hazır yapı,0.820,1
f011ce01-7957-48f5-91bf-4e5c36882060,edebiyat,3,'La Fontaine' hangi türde yazmıştır?,Fabl,Fabl,0.380,0
f00d56b1-fbca-4364-8863-f9959af16561,teknoloji,5,'Karmaşıklık gösterimi' neyi anlatır?,Girdi büyüdükçe maliyeti,Girdi büyüdükçe maliyeti,0.970,1
f017a286-f918-4f75-ab36-6cae9ef29065,muzik,5,Bir yangında sol elinin iki parmağı felç olmasına karşın manouche cazın ustası olan gitari,Django Reinhardt,Charlie Christian,0.380,0
f01d0f41-8bbb-4ddb-bdb5-ff5a3164613e,sanat,4,Günümüze ulaşan en eski fotoğraf olan 'Le Gras'daki Pencereden Görünüm'ü (1826-27) kim çek,Nicéphore Niépce,Louis Daguerre,0.330,0
f0204cb2-8f7a-43fb-af5b-3f58e0d5b190,bilim,1,Başkalaşım geçiren hayvanlara örnek hangisidir?,Kurbağa,Kurbağa,0.470,0
f025c33f-3657-4c79-8fe7-fd7ab3599910,bilim,2,Karbonhidratların sindirimi nerede başlar?,Ağız,İnce bağırsak,0.190,0
f02af159-db6e-41ca-8886-a9c0544057b1,muzik,5,Bach'ın 'Matta Pasyonu'nu 1829'da yeniden seslendirerek unutulmaktan kurtaran besteci kimd,Felix Mendelssohn,Franz Schubert,0.140,0
f03132d8-d829-4f6a-b123-aabca00041b2,sanat,5,"Paris'te vitraylarıyla ünlü Sainte-Chapelle, IX. Louis tarafından hangi emaneti korumak iç",Dikenli Taç,Kutsal Kâse,0.060,0
f03ca851-68f9-48fa-bcab-32a39a726e81,spor,4,Boksta 'aparkat' hangi yönde atılır?,Aşağıdan yukarı,Aşağıdan yukarı,0.430,0
f03d3052-1946-44e6-837e-3584d4ac5ccb,spor,1,"Kırmızı arabaları ve şaha kalkmış at logosuyla bilinen, 'Scuderia' diye anılan İtalyan For",Ferrari,Ferrari,0.770,0
f044500d-35c1-4531-b22f-9237ddc62ca8,muzik,5,'Tonalite' neyi ifade eder?,Bir merkezî sese bağlılığı,Bir merkezî sese bağlılığı,0.720,0
f03d65b2-fd9a-47e7-a183-6ce3f1dd578f,spor,5,NBA'de 24 saniye hücum kuralı hangi yıl getirildi?,1954,1946,0.230,0
f04658a9-4519-4f1b-b047-195ca0d7aceb,edebiyat,5,Karamazov Kardeşler'de baba Fyodor Karamazov'u gerçekte kim öldürür?,Smerdyakov,İvan Karamazov,0.340,0
f04d6564-655e-490d-879c-410b81696e1f,spor,3,2024 Paris Olimpiyatları'nda programa ilk kez giren dans sporu hangisidir?,Breaking,Breaking,0.690,0
f054a48d-7434-48ad-a59f-04a6c2c251dc,teknoloji,5,'Kod bölme' (code splitting) neyi hedefler?,Gerektiğinde parça yüklemeyi,Gerektiğinde parça yüklemeyi,0.460,0
f06d7c2f-84e5-492a-9586-262d3a4e6093,spor,3,Roland Garros tenis turnuvası hangi şehirde düzenlenir?,Paris,Londra,0.160,0
f0705fdc-b238-432a-a171-692348a51a17,spor,3,"Metal topların küçük bir hedef topa en yakın atılmaya çalışıldığı, Fransa'nın güneyinden ç",Petank,Curling,0.300,0
f072cf1d-1796-49bc-9df9-1f286cad6a83,cografya,3,Hindistan'ın güneyindeki büyük platosu hangisidir?,Dekkan Platosu,Tibet Platosu,0.080,0
f07369e6-4179-496d-b173-4e00c786d88e,sanat,4,Mozaikte altın tesseralar hangi dönemde yaygındır?,Bizans,Rönesans,0.220,0
f079f230-6ffb-44f0-8a7a-50ef7c4e29d2,sanat,4,Sfumato tekniği hangi etkiyi yaratır?,Yumuşak geçişli sisli görünüm,Yumuşak geçişli sisli görünüm,0.730,0
f080a360-ef17-4f15-8ec6-180786773ce3,tarih,3,MÖ 331'deki Gaugamela Savaşı'nda Büyük İskender'e yenilen Pers kralı kimdir?,III. Darius,I. Darius,0.110,0
f07d887f-eb8e-4893-a2c3-a5e5947a3c6a,sinema,2,'Jaws' (1975) filminin ünlü iki notalı tema müziğini kim bestelemiştir?,John Williams,John Williams,0.890,1
f08bb17c-f9bb-4cf7-ae4c-0f1bc3a278a4,teknoloji,3,'Ubuntu' Linux dağıtımının adı hangi kıtanın yerel dillerinden gelir?,Afrika,Asya,0.210,0
f09437c2-6b91-43c7-a601-dcbcb725bf7f,bilim,2,Proteinlerin sindirimi nerede başlar?,Mide,İnce bağırsak,0.090,0
f094a460-0869-4ff6-96e7-d26c047d44ca,edebiyat,1,Hayvanlar aracılığıyla ders veren kısa öyküye ne denir?,Fabl,Masal,0.140,0
f097bfd8-a987-4070-bf10-b1cab5796561,tarih,3,'Kervan ticareti' neye bağlıydı?,Yol güvenliği ve konaklamaya,Denize,0.290,0
f09fb7f5-3e84-4238-9f2d-62ada89c71b0,cografya,2,Suudi Arabistan'ın başkenti hangisidir?,Riyad,Riyad,0.690,0
f0bac5cc-8cf7-418b-ba82-fc8ad35bb728,genel_kultur,2,Eritilmiş peynire ekmek batırılarak yenen 'fondü' en çok hangi ülkenin ulusal yemeği olara,İsviçre,İsviçre,0.570,0
f0ca45ed-6c74-430a-a411-9127f2e2f3e1,cografya,3,Busan hangi ülkenin liman kentidir?,Güney Kore,Çin,0.100,0
f0c4d58f-897c-4275-a1f4-939645715d12,spor,3,'Sokak basketbolu' kaç potayla oynanır?,Bir,Bir,0.520,0
f0d92424-9be9-4928-a560-4e4c5230c3a1,sinema,5,Dreyer'in 'Jeanne d'Arc'ın Tutkusu' (1928) filminde Jeanne'ı canlandıran oyuncu kimdir?,Renee Falconetti,Renee Falconetti,0.450,0
f0dcb1a4-21cc-4e88-998c-b98c21a60b61,cografya,3,Bağdat hangi nehrin kıyısındadır?,Dicle,Nil,0.080,0
f0e07588-ca48-4a18-a776-30e7e4774311,genel_kultur,1,Braille alfabesi kimler için geliştirilmiştir?,Görme engelliler,Görme engelliler,0.460,0
f0e6f042-f8b6-4d98-a654-ce03b01df087,bilim,2,DNA'nın açılımında hangi asit yer alır?,Deoksiribonükleik asit,Deoksiribonükleik asit,0.780,0
f10c4a9c-7eed-4e78-bb9b-7c14ba810e17,edebiyat,4,Büyülü Dağ romanının yazarı kimdir?,Thomas Mann,Kafka,0.300,0
f0e9fbed-a8e7-48ee-bb3f-f55bb5f0b708,muzik,3,Petrol varillerinden yapılan 'steelpan' vurmalı çalgısı hangi Karayip adasında doğmuştur?,Trinidad,Küba,0.050,0
f1181a9a-25f8-4bda-9c9c-9123012d0748,tarih,3,'Kalkınma planı' neyi düzenler?,Ekonomik hedef ve yatırımları,Nüfus sayımını,0.340,0
f12490a9-a114-4e14-a8f0-d07b20dec551,spor,4,Voleybolda beşinci set kaç sayıya oynanır?,15,15,0.270,0
f13308ed-37ef-41e6-81a4-da7d8aef6466,sinema,3,"Filmde ""sürpriz"" ile ""gerilim"" farkı nedir?",Gerilimde izleyici önceden bilgilidir,Gerilimde izleyici önceden bilgilidir,0.780,0
f13ae585-a08a-4500-933a-56ea70c5174b,cografya,3,Kıtaların hareketini açıklayan kurama ne denir?,Levha tektoniği,Levha tektoniği,0.870,1
f14364ae-5255-469d-931b-e442ebd4413a,cografya,3,Nahçıvan üzerinden Türkiye hangi ülkeyle sınır komşusudur?,Azerbaycan,Türkmenistan,0.280,0
f1491974-9a8d-42e0-b29e-5b92a103e03e,spor,2,"Basketbolda ""asist"" ne demektir?",Sayı olan pası vermek,Sayı olan pası vermek,0.620,0
f14c8bef-edbf-4362-b06c-143cbe78acf9,genel_kultur,3,İngilizcedeki 'Saturday' günü adını hangi tanrıdan alır?,Satürn,Odin,0.230,0
f17a36ad-406a-4bfa-93d8-0735d87b804a,tarih,5,Osmanlı'nın ilk kâğıt parası Kaime hangi padişah döneminde basılmıştır?,Abdülmecid,II. Mahmud,0.170,0
f17d8286-adeb-4f8b-ad61-40a3e26c0612,sanat,4,Gotik katedrallerde ağırlığı taşımak için kullanılan öğe nedir?,Payanda,Kalkan duvar,0.290,0
f17e64f3-890c-4a46-b7d6-139a26ecb0da,sanat,3,Sanatta 'vurgu' (odak) neyi sağlar?,Bakışı belirli noktaya çekmeyi,Bakışı belirli noktaya çekmeyi,0.830,1
f1a24532-77a1-4e69-9a3f-3331a81eff76,muzik,4,'Deşifre' ne demektir?,İlk görüşte çalma ya da söyleme,İlk görüşte çalma ya da söyleme,0.740,0
f1835a38-b740-46c6-a0a0-5431994cfb6a,muzik,4,'Fado' hangi ülkenin şarkı geleneğidir?,Portekiz,İtalya,0.120,0
f1a53ab3-a3a3-4457-9722-f98c6990df48,genel_kultur,5,Sultansazlığı Milli Parkı hangi ilimizdedir?,Kayseri,Nevşehir,0.270,0
f1a91f49-88d9-47ad-97e9-b17aa543dc7f,edebiyat,4,'Şair Evlenmesi' hangi türde bir yapıttır?,Tiyatro,Roman,0.100,0
f1a9ed3d-1888-497e-be90-b478282fccb9,cografya,2,Katı atık düzenli depolama alanının amacı nedir?,Çevreye sızıntıyı engellemek,Çevreye sızıntıyı engellemek,0.920,1
f1aa9c7f-bb11-43f3-b66a-ebc92bd46276,cografya,3,Projeksiyon (izdüşüm) yöntemi neden gereklidir?,Küresel yüzeyi düzleme aktarmak için,Küresel yüzeyi düzleme aktarmak için,0.930,1
f1b0f73a-b2fd-4cbb-9b12-d5742abd656e,teknoloji,3,'Bellek içi veritabanı' hangi üstünlüğü sunar?,Çok hızlı erişim,Çok hızlı erişim,0.530,0
f1b26765-610c-407c-820f-556d9b626c2f,cografya,2,Aktif nüfus hangi yaş grubunu kapsar?,Çalışma çağındakileri,Tüm nüfusu,0.180,0
f1c35198-83d6-4a69-a319-dcc6d4d73db4,genel_kultur,2,Asteroit kuşağı hangi iki gezegen arasındadır?,Mars ve Jüpiter,Dünya ve Mars,0.260,0
f1c55bda-5e77-4173-a93c-4765c65c0047,sanat,3,Rönesans mimarisinde hangi biçim yeniden benimsenmiştir?,Antik oran ve simetri,Sivri kemer,0.170,0
f1c72020-e576-42b1-8855-f8e8e5656048,cografya,5,Edessa hangi kentin antik adıdır?,Şanlıurfa,Diyarbakır,0.120,0
f1d30c43-e4c7-4506-802c-d7e795603518,cografya,2,Tarımsal ilaç kullanımının riski nedir?,Kalıntı ve çevre kirliliği,Kalıntı ve çevre kirliliği,0.760,0
f1d52acf-0376-4f5f-981a-33f9a25093f8,cografya,3,Tarımsal destekleme politikasının amacı nedir?,Üretimi sürdürülebilir kılmak,Üretimi sürdürülebilir kılmak,0.930,1
f1d85465-7991-4266-bb37-5a899e8c4231,sinema,3,Bong Joon-ho'nun 'Kar Küreyici' (Snowpiercer) filminde donmuş dünyada hayatta kalanlar ner,Bir trende,Bir kulede,0.120,0
f1e0b980-cfec-4c02-ba5b-21bbe340884a,sanat,4,Antik dünyanın yedi harikasından Olympia'daki fildişi ve altın Zeus heykelini kim yapmıştı,Fidias,Fidias,0.790,0
f1db973f-d6d9-4336-9fc3-8baf5b31d2a7,sinema,3,"Sinemada ""kurgu ritmi"" neyi etkiler?",Filmin temposunu,Afişi,0.260,0
f1e39d4e-195b-4650-9711-f6891f7aa99d,genel_kultur,1,Pusulada kuzeyin kısaltması hangisidir?,K,G,0.140,0
f1ef4527-c570-44c5-bf5f-75522c4037c8,sinema,3,'Matrix' filminin yönetmenleri hangi soyadını taşır?,Wachowski,Tarantino,0.200,0
f1f2fb64-e999-4d08-bb3e-54b8bfd47fcc,teknoloji,5,Yaygın web sunucusu nginx'i ilk olarak geliştiren programcı kimdir?,Igor Sysoev,Rasmus Lerdorf,0.130,0
f1f6b685-38aa-463a-8a76-618c1ce48d20,cografya,1,Kuzey Yarım Küre'de en uzun gün hangi mevsimde yaşanır?,Yaz,İlkbahar,0.300,0
f202c5e1-77ae-4842-accd-7c36932bd4e4,teknoloji,3,Twitter'da 2006'da atılan ilk tweet'in sahibi olan kurucu kimdir?,Jack Dorsey,Jack Dorsey,0.460,0
f1f93186-117e-4884-a46e-c325b409dac7,cografya,4,Batman'ın ekonomisinde öne çıkan alan nedir?,Petrol ve rafineri,Fındık,0.230,0
f21670d4-031b-4bbf-b8ec-05954154802f,cografya,2,Türkiye'de çay tarımının yapıldığı iklim özelliği nedir?,Bol yağış ve ılıman sıcaklık,Bol yağış ve ılıman sıcaklık,0.850,1
f21ba7a3-0145-476f-9ecb-884a0d140407,cografya,3,Nemrut Dağı'ndaki dev heykeller hangi ilimizdedir?,Adıyaman,Diyarbakır,0.080,0
f2222ee0-90fa-4124-95e1-fa4b3c758ebc,teknoloji,3,2002'de piyasaya çıkan robot süpürge Roomba'yı hangi şirket üretmektedir?,iRobot,iRobot,0.670,0
f23993e2-3213-477d-b75c-4227de19e92b,cografya,1,Akarsuların denize ulaştığı yere ne denir?,Ağız,Menderes,0.230,0
f229ebf5-5afc-459f-bccb-20bac852d331,sanat,3,'Müzayede' nasıl işler?,Artırmayla,Kura ile,0.060,0
f2424d09-643b-4b56-aa42-9d01333d5261,sanat,4,'Alınlık' (fronton) tapınakta nerededir?,Çatının üçgen kısmında,Çatının üçgen kısmında,0.790,0
f23a5b7e-a0d8-4f36-ba88-6dd13d6a2808,spor,3,Yüzmede 'kelebek' stilinde kollar nasıl hareket eder?,Aynı anda ileri,Sırayla,0.250,0
f249c97c-9fe2-4ed7-a7dd-d444896163b3,spor,4,Atıcılıkta 'trap' hangi hedefi kullanır?,Havaya atılan disk,Sabit halka,0.240,0
f24b21a3-f650-4d5c-a5c5-a75c17912ac5,sinema,4,"Sergio Leone, Kurosawa'nın 'Yojimbo' filmini hangi filmiyle yeniden yorumlamıştır?",Bir Avuç Dolar,Bir Zamanlar Batıda,0.310,0
f252431f-a132-4f91-b18d-1c68528117e3,spor,4,Arda Güler hangi pozisyonda oynar?,Orta saha/forvet arkası,Kaleci,0.090,0
f25fd293-f915-4d68-8376-7238e0cdbe4a,tarih,4,Genç Osman hangi olayla tahttan indirilmiştir?,Yeniçeri isyanı,Hastalık,0.270,0
f25c4559-ae61-4ffb-8b7c-188e4d84b3c4,teknoloji,4,Dizi (array) ile liste arasındaki ortak yan nedir?,Sıralı veri saklamaları,Sıralı veri saklamaları,0.380,0
f265cddc-5159-4272-b2cb-c6cd2628b2bf,cografya,4,Daimî kar sınırı Ekvator'dan kutuplara gidildikçe nasıl değişir?,Alçalır,Değişmez,0.030,0
f26a040e-a292-4606-9169-dd3921065138,sanat,3,Tiyatroda sahneyi düzenleyen öğelere ne denir?,Dekor,Işık,0.070,0
f27368d7-0b29-4086-928d-f98cd4d32b16,edebiyat,3,'Pollyanna' romanında küçük kıza her olayda sevinecek bir yön aradığı oyunu kim öğretmişti,Babası,Annesi,0.240,0
f289ab11-ff01-473d-8a20-bf00ae9a7528,sinema,5,Kurosawa'nın 'Rashomon' filminde ölen samurayın ifadesi mahkemeye nasıl aktarılır?,Bir medyum,Bir vasiyet,0.180,0
f2888556-b06c-4a3f-9dda-0197c618f5c3,teknoloji,5,1981 tarihli Donkey Kong oyununda Mario'nun kullanılan ilk adı neydi?,Jumpman,Jumpman,0.900,1
f27accce-0c77-4602-9305-421667b7e60d,cografya,2,Coğrafi keşiflerin tarımsal sonucu ne olmuştur?,Ürünlerin kıtalar arasında yayılması,Ürünlerin kıtalar arasında yayılması,0.730,0
f28cf9bd-dcdb-4160-aeb3-4f9f4c0fdeae,edebiyat,5,Aruzda 'imale' nedir?,Kısa heceyi uzun okuma,Heceyi atlama,0.090,0
f29628db-73fa-4cf7-bd6c-af300eb40cfb,edebiyat,3,'Münacat' hangi konuyu işler?,Tanrıya yakarışı,Övgüyü,0.270,0
f2aabf0d-1eab-4ed4-abd1-8ec489d931c6,spor,2,Tırmanış duvarında güvenlik için kullanılan ekipman nedir?,Emniyet ipi ve kemer,Emniyet ipi ve kemer,0.960,1
f2b87daa-be66-4661-a0be-982e0c845840,sanat,4,"Art Nouveau akımının, Gaudí'nin de temsilcisi olduğu Katalonya'daki koluna ne ad verilir?",Modernisme,Jugendstil,0.180,0
f2c2d17d-3e0a-4a3c-94fb-582679da5561,spor,4,Modern pentatlon kaç branştan oluşur?,Beş,Dört,0.170,0
f2c410d5-57a6-472d-af0c-ab8ef5a00ff6,bilim,3,'Otoimmün hastalık' neyi anlatır?,Bağışıklığın kendi dokusuna saldırmasını,Bağışıklığın kendi dokusuna saldırmasını,0.780,0
f2cad3d1-d67b-4aa6-9548-b8d1c16c55d8,cografya,4,Bartın'ın turizmde öne çıkan değeri nedir?,Amasra kıyıları,Kapadokya,0.050,0
f2d735e3-e02c-4f1f-873c-f20c1537b61c,sinema,3,"Filmde ""point of view"" çekimi neyi gösterir?",Karakterin gözünden görüneni,Karakterin gözünden görüneni,0.500,0
f2d92f35-2800-443c-a84d-84f65e476aed,teknoloji,4,Solucan (worm) virüsten nasıl ayrılır?,Kendi başına yayılabilmesiyle,Kendi başına yayılabilmesiyle,0.840,1
f2f40853-429b-48ab-ad4d-3d247cfa27da,spor,3,Celtic ile Rangers arasındaki 'Old Firm' derbisi hangi şehirde oynanır?,Glasgow,Edinburgh,0.250,0
f2dc4a1c-ab42-4524-ac36-e829be5fd150,spor,1,Bir futbol sahasında kaç kale bulunur?,2,2,0.360,0
